Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,COVID-19 Deaths,Total Deaths
04/28/2021,01/01/2020,01/31/2020,By Month,2020.0,1.0,United States,All Sexes,4.0,264634.0
04/28/2021,02/01/2020,02/29/2020,By Month,2020.0,2.0,United States,All Sexes,16.0,244867.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,United States,All Sexes,7100.0,269739.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,United States,All Sexes,65288.0,322377.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,United States,All Sexes,38211.0,280476.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,United States,All Sexes,17940.0,250314.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,United States,All Sexes,31023.0,278867.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,United States,All Sexes,29761.0,277140.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,United States,All Sexes,19052.0,256982.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,United States,All Sexes,24629.0,272242.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,United States,All Sexes,52714.0,300263.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,United States,All Sexes,97180.0,360490.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,United States,All Sexes,99855.0,356804.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,United States,All Sexes,45613.0,267313.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,United States,All Sexes,20966.0,244220.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,United States,All Sexes,8134.0,108849.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Alabama,All Sexes,48.0,4756.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Alabama,All Sexes,338.0,4876.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Alabama,All Sexes,426.0,5108.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Alabama,All Sexes,399.0,4900.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Alabama,All Sexes,873.0,5717.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Alabama,All Sexes,960.0,5764.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Alabama,All Sexes,565.0,5110.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Alabama,All Sexes,557.0,5199.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Alabama,All Sexes,761.0,5547.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Alabama,All Sexes,1733.0,7023.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Alabama,All Sexes,2362.0,7719.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Alabama,All Sexes,943.0,5414.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Alabama,All Sexes,356.0,4672.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Alabama,All Sexes,93.0,1947.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Alaska,All Sexes,12.0,431.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Alaska,All Sexes,19.0,429.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Alaska,All Sexes,12.0,422.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Alaska,All Sexes,32.0,464.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Alaska,All Sexes,69.0,498.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Alaska,All Sexes,95.0,500.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Alaska,All Sexes,36.0,461.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Alaska,All Sexes,17.0,338.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Alaska,All Sexes,15.0,298.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Arizona,All Sexes,63.0,5927.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Arizona,All Sexes,405.0,5879.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Arizona,All Sexes,504.0,5929.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Arizona,All Sexes,900.0,6544.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Arizona,All Sexes,2100.0,8382.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Arizona,All Sexes,942.0,6711.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Arizona,All Sexes,272.0,5423.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Arizona,All Sexes,259.0,5609.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Arizona,All Sexes,856.0,6136.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Arizona,All Sexes,3004.0,9215.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Arizona,All Sexes,3988.0,10242.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Arizona,All Sexes,1615.0,6555.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Arizona,All Sexes,496.0,6045.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Arizona,All Sexes,125.0,2821.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Arkansas,All Sexes,10.0,2846.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Arkansas,All Sexes,61.0,2685.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Arkansas,All Sexes,78.0,2763.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Arkansas,All Sexes,169.0,2906.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Arkansas,All Sexes,274.0,3078.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Arkansas,All Sexes,409.0,3296.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Arkansas,All Sexes,420.0,3197.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Arkansas,All Sexes,626.0,3460.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Arkansas,All Sexes,844.0,3711.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Arkansas,All Sexes,1130.0,4121.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Arkansas,All Sexes,1168.0,4164.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Arkansas,All Sexes,465.0,3195.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Arkansas,All Sexes,190.0,2962.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Arkansas,All Sexes,48.0,1397.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,California,All Sexes,277.0,25120.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,California,All Sexes,2014.0,25618.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,California,All Sexes,2235.0,24931.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,California,All Sexes,2054.0,23974.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,California,All Sexes,3879.0,27357.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,California,All Sexes,3744.0,27524.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,California,All Sexes,2065.0,24474.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,California,All Sexes,1453.0,24511.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,California,All Sexes,2555.0,26472.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,California,All Sexes,13035.0,40871.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,California,All Sexes,19709.0,47685.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,California,All Sexes,7494.0,29393.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,California,All Sexes,2106.0,24489.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,California,All Sexes,377.0,8879.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Colorado,All Sexes,105.0,3793.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Colorado,All Sexes,880.0,4557.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Colorado,All Sexes,465.0,3860.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Colorado,All Sexes,184.0,3591.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Colorado,All Sexes,152.0,3627.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Colorado,All Sexes,121.0,3673.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Colorado,All Sexes,116.0,3445.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Colorado,All Sexes,251.0,3801.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Colorado,All Sexes,1119.0,4738.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Colorado,All Sexes,1678.0,5270.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Colorado,All Sexes,750.0,4418.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Colorado,All Sexes,332.0,3488.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Colorado,All Sexes,197.0,3787.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Colorado,All Sexes,70.0,1558.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Connecticut,All Sexes,126.0,2980.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Connecticut,All Sexes,2444.0,5375.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Connecticut,All Sexes,1531.0,4014.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Connecticut,All Sexes,283.0,2597.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Connecticut,All Sexes,77.0,2530.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Connecticut,All Sexes,31.0,2479.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Connecticut,All Sexes,42.0,2559.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Connecticut,All Sexes,143.0,2801.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Connecticut,All Sexes,497.0,3146.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Connecticut,All Sexes,1093.0,3852.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Connecticut,All Sexes,1002.0,3723.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Connecticut,All Sexes,458.0,2779.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Connecticut,All Sexes,184.0,2072.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Connecticut,All Sexes,18.0,94.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Delaware,All Sexes,184.0,1031.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Delaware,All Sexes,265.0,1102.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Delaware,All Sexes,61.0,802.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Delaware,All Sexes,25.0,871.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Delaware,All Sexes,18.0,846.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Delaware,All Sexes,23.0,827.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Delaware,All Sexes,79.0,904.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Delaware,All Sexes,82.0,849.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Delaware,All Sexes,258.0,1230.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Delaware,All Sexes,292.0,1125.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Delaware,All Sexes,105.0,752.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Delaware,All Sexes,34.0,701.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Delaware,All Sexes,19.0,278.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,District of Columbia,All Sexes,15.0,540.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,District of Columbia,All Sexes,262.0,899.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,District of Columbia,All Sexes,272.0,832.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,District of Columbia,All Sexes,116.0,587.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,District of Columbia,All Sexes,43.0,565.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,District of Columbia,All Sexes,37.0,546.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,District of Columbia,All Sexes,27.0,520.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,District of Columbia,All Sexes,37.0,561.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,District of Columbia,All Sexes,61.0,565.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,District of Columbia,All Sexes,133.0,716.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,District of Columbia,All Sexes,176.0,752.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,District of Columbia,All Sexes,119.0,597.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,District of Columbia,All Sexes,65.0,556.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,District of Columbia,All Sexes,18.0,182.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Florida,All Sexes,190.0,19683.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Florida,All Sexes,1310.0,19210.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Florida,All Sexes,1131.0,19097.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Florida,All Sexes,1082.0,18798.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Florida,All Sexes,4974.0,23956.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Florida,All Sexes,4776.0,23537.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Florida,All Sexes,2012.0,19523.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Florida,All Sexes,1406.0,19371.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Florida,All Sexes,1761.0,19313.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Florida,All Sexes,3134.0,22875.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Florida,All Sexes,4971.0,24912.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Florida,All Sexes,3149.0,20923.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Florida,All Sexes,1764.0,20317.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Florida,All Sexes,703.0,9908.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Georgia,All Sexes,218.0,8010.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Georgia,All Sexes,1077.0,8696.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Georgia,All Sexes,797.0,8468.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Georgia,All Sexes,512.0,7679.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Georgia,All Sexes,1327.0,9269.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Georgia,All Sexes,1795.0,9718.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Georgia,All Sexes,960.0,8514.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Georgia,All Sexes,772.0,8510.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Georgia,All Sexes,984.0,8636.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Georgia,All Sexes,1880.0,10370.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Georgia,All Sexes,3874.0,12641.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Georgia,All Sexes,1801.0,8962.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Georgia,All Sexes,684.0,7395.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Georgia,All Sexes,182.0,2623.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Hawaii,All Sexes,16.0,924.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Hawaii,All Sexes,74.0,1048.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Hawaii,All Sexes,128.0,1068.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Hawaii,All Sexes,71.0,1023.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Hawaii,All Sexes,31.0,976.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Hawaii,All Sexes,35.0,1003.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Hawaii,All Sexes,45.0,988.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Hawaii,All Sexes,24.0,1000.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Hawaii,All Sexes,18.0,1059.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Idaho,All Sexes,10.0,1326.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Idaho,All Sexes,55.0,1170.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Idaho,All Sexes,22.0,1233.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Idaho,All Sexes,11.0,1229.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Idaho,All Sexes,129.0,1372.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Idaho,All Sexes,179.0,1469.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Idaho,All Sexes,113.0,1369.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Idaho,All Sexes,185.0,1461.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Idaho,All Sexes,387.0,1704.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Idaho,All Sexes,448.0,1681.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Idaho,All Sexes,261.0,1504.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Idaho,All Sexes,110.0,1227.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Idaho,All Sexes,73.0,1332.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Idaho,All Sexes,44.0,648.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Illinois,All Sexes,193.0,10101.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Illinois,All Sexes,2447.0,12417.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Illinois,All Sexes,2822.0,12243.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Illinois,All Sexes,1158.0,9726.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Illinois,All Sexes,442.0,9322.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Illinois,All Sexes,488.0,9500.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Illinois,All Sexes,549.0,9232.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Illinois,All Sexes,1077.0,10274.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Illinois,All Sexes,3334.0,12838.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Illinois,All Sexes,4167.0,14068.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Illinois,All Sexes,2387.0,11928.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Illinois,All Sexes,1045.0,9729.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Illinois,All Sexes,517.0,9294.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Illinois,All Sexes,324.0,4882.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Indiana,All Sexes,125.0,6262.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Indiana,All Sexes,1140.0,6743.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Indiana,All Sexes,957.0,6631.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Indiana,All Sexes,467.0,5929.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Indiana,All Sexes,331.0,5989.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Indiana,All Sexes,385.0,5971.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Indiana,All Sexes,411.0,5887.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Indiana,All Sexes,877.0,6689.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Indiana,All Sexes,2010.0,7820.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Indiana,All Sexes,2939.0,8909.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Indiana,All Sexes,1990.0,7794.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Indiana,All Sexes,661.0,5240.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Indiana,All Sexes,232.0,4412.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Indiana,All Sexes,80.0,1754.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Iowa,All Sexes,10.0,2698.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Iowa,All Sexes,171.0,2660.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Iowa,All Sexes,416.0,2896.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Iowa,All Sexes,158.0,2505.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Iowa,All Sexes,174.0,2697.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Iowa,All Sexes,273.0,2888.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Iowa,All Sexes,250.0,2739.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Iowa,All Sexes,522.0,3232.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Iowa,All Sexes,1515.0,4028.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Iowa,All Sexes,1275.0,3871.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Iowa,All Sexes,701.0,3232.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Iowa,All Sexes,273.0,2486.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Iowa,All Sexes,150.0,2309.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Iowa,All Sexes,49.0,1071.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Kansas,All Sexes,14.0,2366.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Kansas,All Sexes,127.0,2294.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Kansas,All Sexes,101.0,2298.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Kansas,All Sexes,66.0,2199.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Kansas,All Sexes,115.0,2358.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Kansas,All Sexes,184.0,2458.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Kansas,All Sexes,230.0,2464.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Kansas,All Sexes,418.0,2759.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Kansas,All Sexes,900.0,3231.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Kansas,All Sexes,1332.0,3868.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Kansas,All Sexes,911.0,3258.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Kansas,All Sexes,275.0,2416.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Kansas,All Sexes,121.0,2283.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Kansas,All Sexes,36.0,1170.0
04/28/2021,03/01/2020,03/31/2020,By Month,2020.0,3.0,Kentucky,All Sexes,28.0,4324.0
04/28/2021,04/01/2020,04/30/2020,By Month,2020.0,4.0,Kentucky,All Sexes,246.0,4289.0
04/28/2021,05/01/2020,05/31/2020,By Month,2020.0,5.0,Kentucky,All Sexes,224.0,4414.0
04/28/2021,06/01/2020,06/30/2020,By Month,2020.0,6.0,Kentucky,All Sexes,155.0,4118.0
04/28/2021,07/01/2020,07/31/2020,By Month,2020.0,7.0,Kentucky,All Sexes,182.0,4424.0
04/28/2021,08/01/2020,08/31/2020,By Month,2020.0,8.0,Kentucky,All Sexes,303.0,4543.0
04/28/2021,09/01/2020,09/30/2020,By Month,2020.0,9.0,Kentucky,All Sexes,294.0,4401.0
04/28/2021,10/01/2020,10/31/2020,By Month,2020.0,10.0,Kentucky,All Sexes,502.0,4938.0
04/28/2021,11/01/2020,11/30/2020,By Month,2020.0,11.0,Kentucky,All Sexes,1043.0,5338.0
04/28/2021,12/01/2020,12/31/2020,By Month,2020.0,12.0,Kentucky,All Sexes,1614.0,6253.0
04/28/2021,01/01/2021,01/31/2021,By Month,2021.0,1.0,Kentucky,All Sexes,1352.0,5788.0
04/28/2021,02/01/2021,02/28/2021,By Month,2021.0,2.0,Kentucky,All Sexes,721.0,4418.0
04/28/2021,03/01/2021,03/31/2021,By Month,2021.0,3.0,Kentucky,All Sexes,340.0,3990.0
04/28/2021,04/01/2021,04/24/2021,By Month,2021.0,4.0,Kentucky,All Sexes,65.0,1258.0
